,title,is_fake
3013,сша мексика 20 год получать природный газ сахалин,0
3014,николай валуев побеждать сергей ляхович,0
3015,рпц допускать дефолт церковный облигация 2013 год,1
3016,банкикредитор трансаэро рассматривать сценарий спасение компания,0
3017,слатшейминг становиться олимпийский вид спорт 2024 год,1
3018,тренер сборная сербия урезать зарплата провал чм2010,0
3019,менеджер мосэнерго выдавать золотой парашют,0
3020,сергей овчинников возглавлять минский динамо,0
3021,сша основывать профсоюз подданный великобритания,1
3022,нижнетагильский археолог раскапывать советский технологический линия выпускать пирожок 5 копейка,1
3023,гувд московский область обнародоваться итог рокфестиваль нашествие,0
3024,цска счет 30 разгромить зенит,0
3025,путин пообещать восстановление экономика течение год,0
3026,фьюри захотеть подраться обама,0
3027,путин отменять поездка газовый саммит болгария,0
3028,динамо сыграть вничью омония первый матч раунд плейофф квалификация ле,0
3029,вычет время сон срочный служба продлять 18 месяц,1
3030,50 двор омск течение час очищать снег появление надпись навальный,1
3031,шойгу предлагать присваивать игрок world of tanks статус ветеран танковый войско,1
3032,головастик тростниковый жаба оказываться каннибал,0
3033,рогозин россия создавать свой окололунный станция посольство храм,1
3034,oxxxуmiron отсуживать ром жиган авторский право свой песня,1
3035,исключительно добровольно российский аэропорт открываться пункт откачка зарубежный вакцина,1
3036,сайт госуслуга появляться капча проверка русофобия,1
3037,дацюк подтверждать свой возвращение россия,0
3038,сериал призрак опера снимать режиссер амели,0
3039,подмосковье известный химтрейлспоттер едва убивать заледенеть струя мочь самолет,1
3040,creative запрещать пользователь записывать радиотрансляция,0
3041,вместе выборы госдума сентябрь пройти всероссийский референдум возвращение крепостной право,1
3042,наказание сталинский репрессия дефицит рпц называть причина распад ссср,1
3043,американский недра раскупать иностранец,0
3044,сербский футболист отчислять сборная отказ петь национальный гимн,0
3045,гурбангулы бердымухамедов побеждать первый туркменистан конкурс красота,1
3046,спч объявлять 2022й год иностранный агент,1
3047,лукашенко объявлять проведение новый президентский выборы почта,1
3048,биткоин разделяться валюта,0
3049,русский язык убирать слово плешивый,1
3050,китаец создавать звуковой колонка углеродный нанотрубок,0
3051,двадцатка хороший инвестор ртс попадать робот,0
3052,пьер нарцисс представлять белоруссия евровидение 2022 год,1
3053,минфин ограничивать выплата премия топменеджер банк,0
3054,минтруд предлагать расширять программа материнский капитал гражданин узбекистан,1
3055,максим галкин объявлять развод пугачева переезд великобритания,1
3056,голди хоун отказываться сниматься виагровый дневник,0
3057,изза сбой работа госуслуга утерять данные перепись население,1
3058,москва запрещать въезжать автомобиль старый 15 год,1
3059,годовой убыток ирландский банк превышать 10 миллиард евро,0
3060,норильский никель выходить международный фондовый рынок,0
3061,россия принудительно возобновлять членство соседний страна овд,1
3062,1 январь сми смочь работать член союз журналист россия,1
3063,сша евросоюз открываться небо,0
3064,бывший инженер кб южный сконструировать баллистический ракета доставка контрабандный сигарета украина румыния,1
3065,чубайс предлагать преемник министерство,0
3066,челси обыгрывать арсенал полуфинал кубок англия,0
3067,путин шойгу выигрывать товарищеский матч против team spirit,1
3068,мокнуть принимать решение награждать золотой медаль спортсмен публично поддерживать blm,1
3069,порт дмитрий аленичева смочь переигрывать депортиво,0
3070,домайданиться гастролер янукович высмеивать саакашвили,1
3071,израиль обнаруживать фрагмент древнеегипетский сфинкс,0
3072,цик отказывать независимый кандидат депутат роман юнеман изза несоответствие требование форма череп,1
3073,nokia создавать концепт смартфон заявка пользователь,0
3074,время административный арест сергей смирнов главный редактор медиазон становиться маргарита симоньян,1
3075,селин дион предлагать свой песня качество олимпийский гимн,0
3076,northrop grumman предлагать радар f35 экспорт,0
3077,вдова лучано паваротти обвинять сми нападки семья певец,0
3078,правительство субсидировать гражданин покупка телевизор,1
3079,геннадий зюганов предлагать георгий романов жена проводить медовый месяц екатеринбург,1
3080,сборная россия заявлять трое хоккеист участие чм,0
3081,обещать против майданов пашинян подавать суд джордж сорос,1
3082,лицензия производство спирт стоить 500 минимальный зарплата,0
3083,список 2000 крупный компания мир попадать 12 российский 84 китайский,0
3084,туркменский ученый доказывать ахалтекинский происхождение троянский конь,1
3085,коби брайант побивать рекорд нба 42летней давность,0
3086,шарапов поделиться мнение договорный матч,0
3087,переход четырехдневный рабочий неделя касаться чиновник,1
3088,лаборатория касперский заявлять массовый воровство троянский конь цыганский хакер,1
3089,украинец пообещать льготный кредит покупка негазовый котел,0
3090,б султан выбирать симоньян первый жена эрдоган похвалить глава rt красота интеллект,1
3091,российский спутник выгонять нарушитель космический пространство рф,1
3092,мохсен махмальбаф возглавлять жюри сахалинский кинофестиваль,0
3093,газпром занимать второй место рейтинг газовый гигант обгонять сатурн,1
3094,президент ран попросить пограничник останавливать бегство ученый россия,1
3095,россия начинать строить фрегат новый поколение,0
3096,латвийский экспортер приостанавливать поставка шпроты россия,1
3097,замена русский колея европейский ржд выделять 1 трлн рубль,1
3098,boeing сделать 13000 управляемый бомба,0
3099,россия опровергать завышение цена су30мк2 индонезия,0
3100,второй фильм хоббит возглавлять североамериканский кинопрокат,0
3101,екатеринбургский митрополит изза конфликт губернатор освящать штаб навальный,1
3102,вячеслав быков заключать контракт клуб кхл,0
3103,федерация шахматы россия рассматривать вопрос лишение яна непомнящий звание гроссмейстер,1
3104,банкомат сбербанк голос объявлять остаток счет считывание карта,1
3105,суд оправдывать чиновник который получать взятка время магнитный буря,1
3106,ковальчук называть претендент госпакет ростелеком,0
3107,воз включать наркофобия международный классификация болезнь,1
3108,изза тяжелый эпидемиологический ситуация уголовный наказание коррупция заменять штраф 1000 рубль,1
3109,ес потребовать добавлять мультфильм маша медведь лгбтперсонаж,1
3110,джек уайт дебютировать качество режиссер,0
3111,минский кот приговаривать 7 сутки арест одиночный пикет использование бчбсимволика,1
3112,суд санктпетербург относить слово феминизм женский род,1
3113,совет право человек призывать убирать иностранный финансирование условие присвоение статус иноагент,1
3114,школа низкий средний балл егэ педагог снижать зарплата,1
3115,нужон swift ваш владимирский пенсионерка потребовать правительство отключать платежный система россия,1
3116,явлинский осуждать иностранный дипломат попытка оказывать давление суд дело навальный,1
3117,пьянство линдси лохан следить браслет,0
3118,вампир обходить скрудж макдак рейтинг миллиардер forbes,0
3119,аэрофлот вынуждать депутат бедный регион летать салон простолюдин,1
3120,трехкратный чемпионка игр2008 плавание завершать карьера,0
3121,каждый зарегистрировать участник митинг освобождение навальный получать купон скидка пятерочка,1
3122,европарламент потребовать израиль свертывать система железный купол,1
3123,valve анонсировать новый соревновательный карта csmansion csgo черноморский локация,1
3124,журнал world soccer включать украинский футболист список хороший игрок год,0
3125,брать следственный эксперимент суд закрывать дело против полковник полиция дом который обнаруживать 15 кг кокаин,1
3126,airbus сделать конкурент лайнер мечта a330,0
3127,арбитр кубок европа синхронный плавание подозревать сговор,0
3128,союз тма18 второй попытка    отстыковываться мкс,0
3129,коллектив ветеран афганистан начинать тур сша,1
3130,файловый хостинг megaupload подавать суд universal music,0
3131,государство это получать чубайс называть позорный практика сбор деньги больной ребенок sms,1
3132,химки националист устраивать проверка знание русский литература,1
3133,валерий карпин отказываться выступать сборная россия,0
3134,коренной народ север разрешать переселять аварийный жилье юрта,1
3135,дон кинг выплачивать промоутер денис лебедева миллион доллар неустойка,0
3136,азиатскотихоокеанский банк прокомментировать визит спецназ,0
3137,пилот бизнесджет подраться пулково изза место парковка,1
3138,гардеробщик делать катышек одежда чиновник получать 4 год колония,1
3139,болельщик сатурн написать письмо путин,0
3140,саратовский школа потратить бюджетный грант 27 млн баннер надпись наркотик    это плохо,1
3141,втб купить доля банковский группа home credit,0
3142,суд постанавливать разрезать пополам картина коллекция евгений петросян,1
3143,федерер обеспечивать первый место итог 2009 год,0
3144,cocacola вернуться мьянма 60летнего перерыв,0
3145,алан гринспенный главный враг экономика сша    неопределенность,0
3146,иранский двойник месся задерживать нарушение общественный порядок,0
3147,бывший президент россия разрешать ездить встречный полоса парковаться место инвалид,1
3148,власть корсика перепутывать флаг россия франция,1
3149,майка тайсон доставаться защитник животный,0
3150,россия выходить договор нераспространение торсионный оружие,1
3151,цб потребовать аудитор раскрытие банковский тайна,0
3152,назначать арбитр первый матч сборная россия отборочный турнир чм2010,0
3153,тюменский гостиница обнаруживать ранее неизвестный вид таракан,1
3154,альфабанк использовать евгений понасенков реклама дешевый банковский продукт,1
3155,календарь день российский язык,1
3156,вто предсказывать замедление темп рост мировой торговля,0
3157,суд признавать минпросвещение экстремистский организация,1
3158,спч представлять нагрудный знак иноагент,1
3159,российский очаг экономкласс золотой ключик становиться хит продажа молдавия,1
3160,сбербанк предсказывать снижение ключевой ставка 10 процент,0
3161,полиция находить доказательство продажа звезда миллионер трущоба,0
3162,ученый ради марс проживать восемь месяц изоляция гавайи,0
3163,королевский семья великобритания появляться премьера фильм анна болейн блекфейс,1
3164,дополнение prince of persia выходить февраль,0
3165,доктор мясник призывать россиянин готовить окрошка водка,1
3166,заповедник лосиный остров начинаться гуляние случай лишение валерий рашкин депутатский неприкосновенность,1
3167,российский биатлонист вызывать ночной допингконтроль,0
3168,басманный суд москва признавать ленин иностранный агент,1
3169,минобороны предлагать закреплять дедовщина армия законодательный уровень,1
3170,конгресс сша отменять степень mba изза дискриминационный название,1
3171,ноутбук смочь заряжаться удар палец клавиатура,0
3172,график отключение горячий вода москва скорректировать чемпионат мир,0
3173,программа экспедиция мкс сокращать изза неполадка,0
3174,дмитрий пучок открещиваться бренд сталин3000,1
3175,игорь стрелок экстрадировать нидерланды соблюдение требование российский сторона,1
3176,индекс ммвб открываться трехпроцентный падение,0
3177,россия запрещать автомобиль механический коробка передача,1
3178,михалков снимать российский аналог капитан америка    старшина россия,1
3179,дума снижать единый социальный налог,0
3180,треть крупный украинский банк оказываться убыточный,0
3181,завотделение кащенко 6 год сдавать палата аренда проживание нелегальный мигрант,1
3182,сайт олимпиада пользователь россия вместо карта крым показывать реклама японский курить,1
3183,требование казак алый парус праздник выпускник заменять российский флаг двуглавый орел,1
3184,первый военный дирижабль сергей киров принимать вооружение российский армия,1
3185,киностудия предъявлять иск киноакадемик пособничество пират,0
3186,житель барнаул перечислять 600 тысяча рубль счет фейковый аккаунт дональд трамп одноклассник,1
3187,находиться белоруссия сирийский беженец потребовать создание республика шариатский суд,1
3188,нафтогаз вести переговоры газпром создание консорциум,0
3189,веха декабрист горбачев пытаться закрывать иа панорама,1
3190,изза ужесточение требование lada granta пересертифицировать механизм автомобилесодержащий,1
3191,сми сообщать выживать авиакатастрофа футболист шапекоэнс,0
3192,посол сша молдова получать звание герой капиталистический труд,1
3193,тнт выкупать право адаптация сериал итальянский человекпаук,1
3194,microsoft выпускать плеер zune hd,0
3195,гачимучивать ремикс песня черный глаз случайно попадать золотой граммофон номинация хороший песня кавказ,1
3196,кпрф потребовать рашкин сменить фамилия,1
3197,власть москва подмосковье предлагать закрывать аэропорт столица фон сообщение рекордный похолодание,1
3198,рпц закупать 60 км телевизионный кабель качество учебнометодический материал воспитательный работа,1
3199,президент высказываться скачки цена нефть,0
3200,рига проходить пикет против мюзикл рижский палач,0
3201,хэнкс сниматься фильм бигелоу южноамериканский мусульманин,0
3202,мультсериал пчелка майя обнаруживать рисунок пенис,0
3203,петров бошир приобретать дом скрипаль солсбери,1
3204,госдума вносить законопроект запрет повышение цена предвыборный период,1
3205,составлять список страна европа самый доступный бензин,0
3206,магаданский заповедник волк загрызать краснокнижный орлан,0
3207,второй часть rpg kingdom come deliverance посвящать событие 1968 год чехословакия,1
3208,участница группа pussy riot проверять причастность убийство президент гаити,1
3209,23 февраль эхо москва крутить немецкий военный марш знак поддержка навальный,1
3210,москва вновь подорожать жилищный услуга,0
3211,мутко попросить хиддинка обыгрывать израиль эстония,0
3212,компания apple заблокировать iphone явлинский,1
3213,опек понижать прогноз спрос нефть,0
3214,правительство предлагать цб контролировать зарплата банкир,0
3215,место мавзолей ленин красный площадь построить резиденция мэр москва,1
3216,сергей собянин каждый вакцинироваться москвич получать электросамокат,1
3217,месся обнаруживать проблема почка,0
3218,уголовный кодекс появляться наказание мыслепреступление,1
3219,папа римский отпускать весь грех алексей навальный,1
3220,почта россия планировать становиться монополист продажа алкоголь россия,1
3221,россия создавать реестр желательный террористический организация,1
3222,называть новый смертельный опасность табачный дым,0
3223,санктпетербург омон разгонять несанкционированный очередь вакцина covid19,1
3224,земфира готовить песня клип марк каждый день,1
3225,россия вводить уголовный ответственность незаконный обучение боевой искусство,1
3226,финалист кубок гагарин отказываться участие сезон кхл,0
3227,чубайс вынашивать план вакцинация 30 год,1
3228,радио свобода распространять листовка распечатка запрещать эфир,1
3229,новый альбом карла бруни попадать тройка лидер французский хитпарад,0
3230,оон предоставлять талибануть рекомендовать стандарт камень свершение гуманный правосудие,1
3231,втб предсказывать доллар 55 рубль,0
3232,iphone ipad обвинять слежка пользователь,0
3233,космический мусор попадать мкс,0
3234,безопасность роналд россия обеспечивать десантник боец мма,0
3235,капитан локомотив отвечать слух переход челси,0
3236,хотеть вызывать авианалет участник операция мытищи раскрывать уникальный деталь штурм,1
3237,си цзиньпина китай становиться часть ссср распадаться российский либерал приносить польза общество всесоюзный стройка,1
3238,объяснять возникновение рак пользование мобильный телефон,0
3239,цена нефть побивать новый рекорд опек называть это безумие ничто мочь сделать,0
3240,ростовский мвд становиться участник проект правовой помощь онлайн мфц,0
3241,день отец алкоголь россия продавать скидка,1
3242,год перестройка агент цру добавлять водка столичный сивушный масло,1
3243,певица manizha получать депутатский мандат победа евровидение,1
3244,коммерсант сообщать продление контракт миллер газпром пять год,0
3245,яровой потребовать вводить санкция против adobe прекращение поддержка flash player,1
3246,ведомость измерять дыра баланс банк пушкино,0
3247,моуринья давать точный прогноз финал лига чемпион,0
3248,сын че гевара мечтать съемка кубинский че,0
3249,разрушение спутник орбита снимать видео,0
3250,роман макьюэн номинировать премия вудхауса,0
3251,сочинение новый песня sigur ros вдохновлять евровидение,0
3252,российский медик выдавать дротик мобильный вакцинация covidдиссидентов,1
3253,сербский журналист обнаруживать тайный дворец президент вучич черногория,1
3254,попрошайка обязывать устанавливать кассовый аппарат,1
3255,марионетка габриадзе показывать москва грузинофранцузский любовь,0
3256,ставка экспортный пошлина российский нефть значительно сокращать,0
3257,выращивать деньги российский бюджет камчатский лосось уплывать аляска,1
3258,футболист челси рассказывать желание жена выгонять дом изза пенальти,0
3259,американский спецподразделение дельта завершать эвакуация семья белорусский олимпиец,1
3260,сеть алкомаркет бристоль первый поддерживать инициатива президент скидка значок гто,1
3261,анатолий чубайс нежелание россиянин вакцинироваться говорить бесполезность бесплатный медицина,1
3262,право выкуп картина вася ложкин великий прекрасный россия побороться третьяковка эрмитаж,1
3263,россия выводить 41 миллиард доллар,0
3264,яровой предлагать приравнивать получение гражданство германия реабилитация нацизм,1
3265,москверек возле кремль затонуть груз бриллиант,1
3266,валентина матвиенко призывать депутат отвечать санкция обрушение рынок недвижимость сша,1
3267,ростелеком потратить 760 миллион рубль российский аналог twitter,1
3268,группа supergrass распадаться,0
3269,россиянин заставлять оплачивать парковка двор,1
3270,баффет рассказывать свой самый удачный покупка,0
3271,россия лишать первый место олимпиада сочи,0
3272,николай валуев сменить сергей лавров пост министр иностранный дело россия,1
3273,роскосмос объявлять повторный запуск станция мир,1
3274,биодать миллион вакцинировать россиянин утекать сеть ошибка программный обеспечение производитель чип,1
3275,день победа центр москва закрывать гомосексуалист,1
3276,сотня неизвестный область обнаруживать мозг человек,0
3277,el periodico европеец завидовать туркмен изза низкий стоимость коммунальный услуга,1
3278,сергей лавров призывать проамериканский марионеточный правительство афганистан мирно передавать власть запрещать россия террористический группировка талибан,1
3279,бездомный житель сандиего находить 65 млрд доллар который потерять марк цукерберг изза падение акция facebook,1
3280,охрана макрон разгонять резиновый пуля митинг освобождение навальный,1
3281,олимпиада начинаться футбол,0
3282,российский черный дыра ложиться дно,0
3283,губернатор свердловский область взволновать цена сексшоп,1
3284,войско пво приводить боевой готовность фон сообщение возможный возвращение навальный россия,1
3285,президент литва заявлять встреча байден делать путин крупный политик,1
3286,кубань открываться фабрика производство медаль казак,1
3287,стела дружба народ китай россия размещать остров даманский,1
3288,клуб английский премьерлига сменить название,0
3289,эльдорадо пообещать открывать 100 магазин год,0
3290,правительство одобрять бюджет пенсионный фонд 20152017 год,0
3291,россиянка завоевывать медаль чм лыжный гонки,0
3292,90 участник всероссийский перепись население поддерживать введение qrкодов,1
3293,футболист отстранять 17 матч удар тренер,0
3294,китай предсказывать мировой лидерство ввп 2030 год,0
3295,католический церковь католический священник усыновлять 36 российский ребенок православный,1
3296,пол маккартень приглашать свой концерт виртуальный реальность,0
3297,счетный палата потребовать отстранять руководство банк москва,0
3298,мутко опровергать информация назначение слуцкий место капелло,0
3299,отряд путин призывать голосовать кпрф выборы госдума,1
3300,минфин вносить реформа есна основной налоговый законопроект,0
3301,пошлина расторжение брак увеличивать 100 тысяча рубль,1
3302,московский участник митинг поддержка навальный аннулировать проездной,1
3303,олег кашин возглавлять кпрф принудительный отставка зюганов,1
3304,афины украсть транспортный аккредитация,0
3305,1 сентябрь бошир петров проводить урок химия класс сын алексей навальный,1
3306,великобритания арестовывать звезда сериал kgb spy,1
3307,банда коммунист украсть поклонской весь коллекция икона николай ii,1
3308,газпром заплатить туркменский газ беспроцентный кредит,0
3309,дебаты путин байден проходить белорусский телевидение,1
3310,первый день работа пмэф уборщица вымести туалет килограмм кокаин,1
3311,система утверждать дивидендный политика год вперед,0
3312,политолог сергей марков называть американский город желать становиться часть россия,1
3313,бельгийский министр дело семья уходить отставка изза уменьшение количество однополый брак страна,1
3314,основатель движение возрождение гусарство выходить заключение,1
3315,институт русский язык пушкин предлагать убирать удвоенный л татарский фамилия,1
3316,теннисистка винус уильямс спровоцировать смертельный дтп флорида,0
3317,боксер крус рассказывать намерение становиться первый история чемпиономгей,0
3318,это удар спина госдума предлагать отказываться бюджетный финансирование детский сад школа митинг 23 январь,1
3319,российский гонщик сироткин становиться резервный пилот команда формулы1,0
3320,moodys подтверждать рейтинг газпром планировать повышать оценка сибнефть,0
3321,леонид волк обвинять роскомнадзор замедление счетчик зарегистрироваться митинг освобождение навальный,1
3322,продюсер рамазотти обвинять организатор концерт срыв турне россия,0
3323,apple прекращать поставка imac mac mini,0
3324,нии пищевой система раскрывать секрет изобретение туалетный бумага ссср,1
3325,динар сафина поехать уимблдон,0
3326,банк уралсиб увеличивать капитал 15 2 миллиард    рубль,0
3327,шаттлы атлантис завершать последний полет,0
3328,очередной немец помечтать вызов сборная россия,0
3329,губернатор виталий мутко поздравлять петербуржец новый год,1
3330,мвд объявлять нежелательный пребывание россия школьник поправлять путин,1
3331,житель нижний новгород собирать автомобиль tesla база ваз2106,1
3332,гравитационный волна вселенная обнаруживать помощь радиотелескоп,0
3333,минтранс предлагать запрещать передвижение велосипед электросамокат гироскутер черта населенный пункт,1
3334,пенсионерка архангельск ошибка проиндексировать пенсия 70000,1
3335,песня земфира помнить весь твой трещинка становиться официальный гимн российский олимпиец,1
3336,костя цзю становиться студент уральский университет,0
3337,мещанский суд начинаться оглашение обвинение ходорковский,0
3338,авиакомпания go fly поставлять рекорд прибыльность,0
3339,форвард эменика вылетать москва переговоры возвращение спартак,0
3340,алексей навальный отказываться еда конец священный месяц рамадан,1
3341,суд отказывать бритва gillette способность подымать волос,0
3342,замечать гигантский полярный сияние,0
3343,премьерминистр россия подарить президент туркменистан портрет студия monroart финка нквд,1
3344,госстрой рф обязывать муниципалитет капитальный ремонтировать аварийный дом снос,1
3345,выходить тизер пятый сезон ходячий мертвец,0
3346,евро становиться стоить дорого двадцать семь рубль,0
3347,учитель глубинка мочь восполнять дефицит дворник москва,1
3348,водитель элитный внедорожник повреждать друг друг автомобиль изза неподеленный просрочка,1
3349,app store появляться приложение никто известный видеоблогер,1
3350,дума одобрять президентский проект пенсионный реформа,0
3351,кевин бейкон пожаловаться нехватка мужской нагота голливудский кино,0
3352,житель киевский троещина обращаться собянин просьба построить район метро,1
3353,история черный море прочитывать сталагмит,0
3354,итог год беларусь импортировать рф трактор спичка картофель 320 млн,1
3355,премия букер год претендовать четыре женщина,0
3356,изза сбой центр управление вакцинировать 10 тысяча американец просыпать работа,1
3357,двигатель самолет ливрея зенит обнаруживать останки голубь выпускать фанат челси,1
3358,цик отказываться проводить референдум вступление россия вто,0
3359,потанин рассказывать предложение выкупать доля русала норникель,0
3360,витебский область местный житель избивать москвич отличать обмолот роторный жатка,1
3361,раскопка каир находить первый история финансовый пирамида,1
3362,минюст предлагать судить националвраг портрет вышинский зал заседание,1
3363,прокуратура просить донской митрополия лишать неприкосновенность священник отпевать самоубийца,1
3364,француз построить комната сын симулятор боинг,0
3365,фсб проверять несовершеннолетний донатер алексей навальный принадлежность движение ауе,1
3366,подмосковье жестоко избивать музыкант группа любэ,0
3367,поляк отказываться покупать доля крошкекартошка,0
3368,правительство москва создавать батальон омон электрический самокат,1
3369,питерский чиновник наказывать увольнение дирижер,0
3370,сми сообщать женитьба аршавин,0
3371,умирать ведущий актер столичный театр эрмитаж,0
3372,китай начинаться бесплатный раздача электромобиль пенсионер,1
3373,военный суд вынести приговор школьница уклоняться вступление юнармия,1
3374,вован лексус добиваться отставка правительство аргентина,1
3375,ск начинать проверка отношение рабочий потушить профилактика вечный огонь,1
3376,эстония обанкротиться старый страна провайдер пейджинговый связь,1
3377,акция сбербанк подешеветь изза объявление масштабный допэмиссия,0
3378,кремль объяснять полезность признание фбк экстремистский организация,1
